description,label
"Hindi ako makatulog dahil sa ingay ng aircon ng kapitbahay na may sira yata sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May maingay na bentilador ng pabrika na humuhuhong magdamag malapit sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Inirereklamo ang mga tricycle driver na nag-iinuman at maingay magkwentuhan sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Napakalakas ng hiyawan ng mga tao sa nagaganap na concert o event sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May maingay na nagbabaklas ng plantsa o bakal sa katabing garahe sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Masyadong maingay ang mga asong nag-aaway sa gitna ng daan dito sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Paki-aksyunan po ang talamak na maingay na karaoke tuwing weekday sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Kagahod-gahod sang videoke sa kaingod namon diri sa Sitio Daisy, panyaga na sang kaagahon!",Noise Complaint (Reklamo sa Maingay)
"Tabang! May nagapatogtog sang pwerte kabaskog nga sound system sa Sitio Sampaguita, indi kami katulog.",Noise Complaint (Reklamo sa Maingay)
"Gina-reklamo namon ang wala untat nga taghol sang mga ido sang kaingod sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Isa ka grupo sang mga hubog ang nagakanta nga nagasinggit sa gwa sang balay sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May nagainom naman kag pwerte kagahod mag-istorya sa tapat sang amon baligyaan sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Palihog hambali ang naga-construct sa gabhi nga nagatuga sang mabaskog nga pukpok sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kabaskog sang busina kag harurot sang mga motor sa tapat sang residential area sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Kinahanglan sang barangay tanod kay may naga-away kag nagasinggitan sa tungang-gabhi sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May nagapadagan sang magahod nga makina ukon generator sa likod sang amon balay sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kagahod sang birthday party sa pihak nga dalan, gaka-guluwang ang nagapahuway sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Masyado kabaskog ang sound trip sang mga pamatan-on sa may covered court sang Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May nagawala kag nagapanghaboy sang kung ano-ano amo nga pwerte kagahod diri sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Indi katon-on ang mga bata tungod sa pwerte kagahod sang bilyaran sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May naga-ensayo sang banda nga nagagamit sang mabaskog nga drum kag gitara sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kagahod sang mga nagahampang sang online games sa computer shop diri sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Palihog kadtoi ang nagapatogtog sang mabaskog nga bass malapit sa kapilya sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May naga-away nga mag-asawa kag pwerte kagahod sang ila singgitan sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Masyado kagahod sang mga nagatrabaho sa junk shop bisan oras na sang tulog sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Ang gahod sang mga bata nga nagadalagan kag nagasinggit sa corridor sang apartment sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Sobra na ang gahod sang videoke machine sa tapat sang amon balay diri sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May mga motorsiklo nga wala sang silencer nga sige pabalik-balik kag pwerte kagahod sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Indi kami ka-work halin sa balay bangod sa gahod sang nagapataod sang bubong sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May magahod nga pagtipon-tipon ukon reunion nga nagalampas na sa curfew hours sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Gina-reklamo ko ang kaingod ko nga nagapatogtog sang radyo nga todo ang volume sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"May nagapanabon kag nagahaboy sang mga lata nga magahod kon kaagahon sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kabaskog sang tunog sang telebisyon halin sa pihak nga kwarto diri sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May magahod nga nagahampang sang basketball bisan lampas alas-dyes na sang gabhi sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Bati-bati gid ang mabaskog nga kadlaw kag hiyawan sang mga nagahampang sang kard sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Palihog sitaha ang mga nagamotor nga nagakarera kag nagapaharurot sa gabhi sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Masyado kagahod ang tsiko nga manok kag sige pamalo sa akon bintana sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"May nagarenovate sang balay nga nagagamit sang grinding machine nga pwerte kagahod sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kabaskog sang singgitan sang mga nagatan-aw sang liga sang basketball sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May nagapatogtog sang binalaybay ukon chant gamit ang megaphone sing sulit-sulit sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Indi ako katulog tungod sa gahod sang aircon sang kaingod nga may guba siguro sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May magahod nga bentilador sang pabrika nga nagasorok magdamag malapit sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Gina-reklamo ang mga tricycle driver nga nagainom kag magahod mag-istoryahanay sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Pwerte kabaskog sang hiyawan sang mga tawo sa nagakatabo nga concert ukon event sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May magahod nga nagabaklas sang salsalon ukon bakal sa katambi nga garahe sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Masyado kagahod sang mga ido nga naga-away sa tunga sang dalan diri sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Palihog aksyuni ang talamak kag magahod nga karaoke kon weekday sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"The videoke at our neighbor's house here in Sitio Daisy is incredibly loud, and it's already past midnight!",Noise Complaint (Reklamo sa Maingay)
"Help! Someone is blasting a very loud sound system in Sitio Sampaguita, we cannot sleep at all.",Noise Complaint (Reklamo sa Maingay)
"We are complaining about the non-stop barking of our neighbor's dogs in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"A group of intoxicated people are singing loudly and shouting outside a residence in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"People are drinking alcohol again and talking very loudly right in front of our store in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Please tell the workers doing night construction to stop making heavy hammering noises in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"The honking and revving of motorcycle engines in front of the residential zone in Sitio Daisy is too loud.",Noise Complaint (Reklamo sa Maingay)
"Barangay watchmen are needed because people are arguing and screaming in the middle of the night in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Someone is operating a noisy machine or power generator behind our residential property in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"The birthday party on the next street is causing excessive noise, disturbing those resting in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"The music being played by the youths near the covered court of Sitio Sampaguita is way too loud.",Noise Complaint (Reklamo sa Maingay)
"Someone is throwing tantrums and slamming objects, making a massive disturbance here in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"The children cannot study properly because of the rowdy noise levels coming from the billiard hall in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"A music band is practicing using high-volume drums and amplified electric guitars in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"The online gamers at the local internet cafe are creating a massive ruckus here in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Please check on the residence blasting heavy bass frequencies near the chapel in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"A married couple is fighting and their screaming match is generating too much noise in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"The operators at the junk shop are making too much metallic noise during sleeping hours in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Children running and shouting down the apartment complex hallway are creating a major disturbance in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"The noise level from the videoke machine directly across our house in Sitio Sampaguita has become unbearable.",Noise Complaint (Reklamo sa Maingay)
"Motorcycles without exhaust silencers are repeatedly speeding by and making extreme noise in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"We cannot work from home smoothly due to the continuous noise of roof installations nearby in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"A loud gathering or family reunion is actively violating the community curfew hours in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"I am filing a complaint against my neighbor for playing their radio at maximum volume settings in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Someone is noisily sweeping and throwing empty tin cans during the early morning hours in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"The television sound coming from the adjacent bedroom unit here in Sitio Sampaguita is way too loud.",Noise Complaint (Reklamo sa Maingay)
"People are noisily playing basketball outdoor even though it is already past 10 PM in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Loud laughter and rowdy cheering from people playing card games can be clearly heard in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Please penalize the motorists who are drag racing and revving their engines late at night in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"The neighbor's domestic rooster is making too much noise crowing repeatedly right outside my window in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"A home renovation project is utilizing an extremely noisy electric grinding tool in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"The shouting and cheering from the crowd watching the basketball league tournament in Sitio Sampaguita is too intense.",Noise Complaint (Reklamo sa Maingay)
"Someone is broadcasting a repetitive chant or audio recording through a megaphone in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"I cannot sleep due to the loud rattling noise of my neighbor's defective air conditioning unit in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"A noisy exhaust fan from a nearby commercial facility has been humming all night long close to Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Complaints are being raised against tricycle drivers drinking and conversing loudly at the terminal in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"The roaring noise from the crowd attending the live concert or public event in Sitio Daisy is deafening.",Noise Complaint (Reklamo sa Maingay)
"Someone is loudly dismantling sheet metals or iron bars inside the adjacent garage space in Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Stray dogs fighting in the middle of the street are causing a severe auditory disturbance here in Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Please take action against the rampant and disruptive weekday karaoke setups in Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)



"May mga kabataan na nag-iiwan ng graffiti o sulat sa pader ng paaralan sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Tulong! May naninira ng mga upuan at lamesa sa pampublikong plasa ng Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Binato at pinagbabasag ng mga lasing ang mga bintana ng abandonadong bahay sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May lalaking sinadyang gasgasan ng pako ang kotse na nakaparada sa gilid ng daan sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Inirereklamo po namin ang pagpunit at pagsira ng mga poster at tarpaulin sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nag-vandalize gamit ang spray paint sa bagong pintura na outpost sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Pinagbabasag ng mga pasaway na tambay ang mga bumbilya ng streetlight dito sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Kailangan po ng barangay rescue dahil may nagwawala at sinisira ang gate ng kapitbahay sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nakitang mga bastos na drowing at sulat sa pader ng simbahan sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Sinira at binaluktot ng mga magnanakaw ang bakal na harang sa kanal ng Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May grupo ng mga menor de edad na nagtapon ng basura at dumi sa facade ng gusali sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Binunot at sinira ng mga walang disiplinang tao ang mga halaman sa pampublikong garden sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May napaulat na paninira sa mga kable ng kuryente at internet box dito sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Sinadyang butasin ng isang lalaki ang gulong ng motorsiklo ng kanyang kaaway sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nag-spray ng kung ano-anong salita sa waiting shed malapit sa highway ng Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Inirereklamo ng mga residente ang pagsira sa pampublikong gripo at linya ng tubig sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May naghagis ng bato sa bubong ng aming bahay kaya nabasag ang ilang bahagi nito sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Sira-sira ang mga signage at traffic signs dahil pinagtitripan ng mga tambay sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nahuling lalaki na binabasag ang salamin ng isang nakaparadang delivery truck sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Sinira ng mga raliyista o nagpoprotesta ang mga harang at pasilidad ng gobyerno sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May mga estranghero na nag-iiwan ng mga permanent marker markings sa mga poste sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Nangangamba ang pamunuan ng barangay dahil pinagnanakaw at sinisira ang mga CCTV camera sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May sumira ng lock at pinto ng pampublikong palikuran o banyo sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Natagpuang tadtad ng ukit at hiwa ang mga kahoy na lamesa sa covered court ng Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Huling-huli sa akto ang pagpalo ng tubo sa mailbox ng isang residente sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May nagbuhos ng maruming langis sa tapat ng gate at pader ng isang pamilya sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Sinira ng mga pasaway ang fire hydrant na nagdulot ng malaking baha sa daan ng Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nagwandal ng mga upuan sa waiting area ng health center dito sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Binato ng mga kabataan ang dumadaang jepney at nabasag ang windshield nito sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Isang lalaki ang inarestor matapos sirain ang metro ng kuryente ng kanyang kapitbahay sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nagsumbong na may nagwawasak ng mga dekorasyon para sa darating na pista sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Nakuha sa closed-circuit video ang pagsipa at paggiba sa isang ornamental fence sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nag-iiwan ng mga talsik ng pintura at dumi sa mga business stalls sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Nahuli sa aktong binubura at sinusulatan ang mga babala sa kalsada sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Kailangan ng tulong ng tanod dahil may grupo na naninira ng mga basurahan sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nagaganap na sadyang paggiba sa perimeter wall ng isang pribadong lote sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Isang suspek ang nakitang binabasag ang mga bintana ng school building sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May nahanap na mga sirang upuan at sirang kagamitan sa parke ng Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Nakaalarma ang dumaraming kaso ng paninira ng ari-arian tuwing gabi dito sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Kailangan po ng agarang aksyon laban sa mga nagpapangit at sumisira sa ating komunidad sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May mga pamatan-on nga naga-bilin sang graffiti ukon sulat sa pader sang balay-buluthoan sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Tabang! May nagapang-guba sang mga pulongkuan kag lamesa sa pampubliko nga plasa sang Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Ginpang-haboy kag ginpang-guba sang mga hubog ang mga bintana sang abandonado nga balay sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May lalaki nga hungod nga ginkalot sang lansang ang kotse nga naka-park sa igid sang dalan sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Gina-reklamo namon ang paggisi kag pagguba sang mga poster kag tarpaulin sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nag-vandalize gamit ang spray paint sa bag-o pinta nga outpost sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Ginpang-guba sang mga pasaway nga tambay ang mga bumbilya sang streetlight diri sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Kinahanglan sang barangay rescue kay may nagawala kag ginaguba ang gate sang kaingod sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nakit-an nga mga bastos nga drowing kag sulat sa pader sang simbahan sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Gin-guba kag gin-bintel sang mga kawatan ang salsalon nga harang sa kanal sang Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May grupo sang mga menor de edad nga naghaboy sang basura kag higko sa atubang sang bilding sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Ginpang-unot kag ginpang-guba sang mga wala disiplina nga tawo ang mga tanom sa pampubliko nga garden sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May napaulat nga paninira sa mga kable sang kuryente kag internet box diri sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Hungod nga ginbuhangan sang isa ka lalaki ang gulong sang motorsiklo sang iya kaaway sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nag-spray sang kung ano-ano nga tinaga sa waiting shed malapit sa highway sang Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Gina-reklamo sang mga residente ang pagguba sa pampubliko nga gripo kag linya sang tubig sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May naghaboy sang bato sa atop sang amon balay amo nga nagkalaguba ang pila ka parte sini sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Guba-guba ang mga signage kag traffic signs bangod ginpagtripan sang mga tambay sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nadakpan nga lalaki nga nagapang-guba sang salamin sang isa ka naka-park nga delivery truck sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Gin-guba sang mga naga-protesta ang mga harang kag pasilidad sang gobyerno sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May mga estranghero nga naga-bilin sang mga permanent marker markings sa mga poste sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Nahadlok ang pamunuan sang barangay kay ginapang-guba kag ginapang-lakas ang mga CCTV camera sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May nangguba sang lock kag pinto sang pampubliko nga CR ukon palikuran sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Nasapwan nga tadtad sang ukit kag pilas ang mga kahoy nga lamesa sa covered court sang Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Nadakpan gid sa akto ang pagpalo sang tubo sa mailbox sang isa ka residente sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May nagbubo sang mahigko nga lana sa tapat sang gate kag pader sang isa ka pamilya sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Gin-guba sang mga pasaway ang fire hydrant nga nagtuga sang daku nga baha sa dalan sang Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nag-vandal sang mga pulongkuan sa waiting area sang health center diri sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Ginhaboy sang mga pamatan-on ang gina-agyan nga dyip kag nabasag ang windshield sini sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Isa ka lalaki ang gin-aresto matapos gub-on ang metro sang kuryente sang iya kaingod sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"May nagsumbong nga may nagapang-guba sang mga dekorasyon para sa maabot nga piesta sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Nakuha sa CCTV ang pagsipa kag pagguba sa isa ka ornamental fence sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nagabilin sang mga talsik sang pinta kag higko sa mga business stalls sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Nadakpan sa akto nga ginapanas kag ginasulatan ang mga paandam sa kalsada sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Kinahanglan sang tabang sang tanod kay may grupo nga nagapang-guba sang mga basurahan sa Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"May nagakatabo nga hungod nga pagguba sa perimeter wall sang isa ka pribado nga lote sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Isa ka suspect ang nakit-an nga nagapang-guba sang mga bintana sang bilding sang eskwelahan sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"May nasapwan nga mga guba nga pulongkuan kag guba nga kagamitan sa parke sang Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Makahaladlok ang nagadamo nga kaso sang paninira sang ari-arian kon gabhi diri sa Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Kinahanglan sang madasig nga aksyon batok sa mga nagapang-guba kag nagapamatingad sa aton komunidad sa Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Several teenagers are leaving graffiti markings and writings on the school building walls in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Help! Someone is actively destroying the benches and tables inside the public plaza of Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Intoxicated individuals threw rocks and smashed the windows of an abandoned house structure in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"A man intentionally scratched a parked vehicle with a sharp nail along the roadside of Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"We are filing a complaint regarding the intentional tearing down and defacement of local banners in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Someone vandalized the freshly painted community security outpost using aerosol spray paint in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Unruly bystanders smashed the glass lightbulbs of the public streetlights here in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Barangay enforcement is needed as an aggressive person is actively kicking down a neighbor's gate in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Vulgar drawings and spray-painted words were discovered written across the church walls in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Thieves heavily damaged and bent the protective iron drainage grates along the streets of Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"A group of minors deliberately threw trash and liquid sludge onto a building's commercial facade in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Irresponsible individuals uprooted and destroyed the ornamental plants inside the public botanical park in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Incidents of malicious destruction regarding electrical wires and telecom terminal boxes were reported in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"A man intentionally slashed the rubber tires of his rival's motorcycle unit in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Someone spray-painted random text strings all over the concrete waiting shed near the highway of Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Residents are lodging complaints over the malicious destruction of public water faucets and utility pipe fittings in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"An individual threw heavy stones at our residential roof, cracking several sheets of roofing material in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Local directional indicators and traffic signs are heavily defaced and bent by rowdy loiterers in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"A man was caught smashing the side mirrors and glass of a stationary distribution truck in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Protesters maliciously broke down security blockades and damaged public state assets in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Unidentified individuals are scribbling permanent marker labels across utility concrete poles in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"The barangay council is concerned as perpetrators are intentionally breaking and disabling public CCTV units in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"An unknown perpetrator damaged the lock and shattered the door panel of the public restroom facility in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Wooden picnic tables inside the covered court area of Sitio Rosas were found heavily defaced with deep blade cuts.",Vandalism (Paninira ng Ari-arian)
"An individual was caught on camera striking a resident's metal mailbox with an iron pipe tool in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Someone dumped used motor oil directly onto the residential fence and driveway gate of a family in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Delinquents purposefully damaged a fire hydrant, resulting in significant water loss and street flooding in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"The seating arrangements inside the community health center's waiting lobby were vandalized and broken in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Unruly youths hurled rocks at an operating jeepney, shattering its front protective windshield glass in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"A male suspect was arrested after destroying the external electrical power meter box of his neighbor in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"A witness reported that individuals are actively tearing down the installed public decorations for the upcoming festival in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"CCTV surveillance caught a person aggressively kicking and toppling over a decorative landscape fence in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Perpertrators are splashing paint drops and smearing grime onto commercial storefront structures in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"A suspect was caught in the act of defacing and scraping off regulatory road warning labels in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Watchmen assistance is requested as an rowdy group is actively overturning and smashing public waste bins in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"Malicious destruction is occurring as individuals try to bring down the perimeter fence of a private lot in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"A perpetrator was spotted smashing the window panes of a public school building facility in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)
"Broken seating equipment and damaged recreational assets were found strewn around the public park in Sitio Sampaguita.",Vandalism (Paninira ng Ari-arian)
"The rising frequency of property defacement incidents during late-night hours is causing alarm in Sitio Rosas.",Vandalism (Paninira ng Ari-arian)
"Immediate security deployment is necessary to prevent individuals from damaging and defacing shared public spaces in Sitio Daisy.",Vandalism (Paninira ng Ari-arian)



"May mga taong nagsisigawan at nagmumurahan sa gitna ng kalsada sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Tulong! Nagkakagulo at nagmumurahan ang mga lalaki sa tapat ng aming bahay sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
